"OCOUNTY","DCOUNTY","trip_mode","primary_purpose","count"
"Anoka","Sherburne","Auto SOV","othdiscr",654
"Anoka","Sherburne","Auto SOV","othmaint",776
"Anoka","Sherburne","Auto SOV","school",77
"Anoka","Sherburne","Auto SOV","shopping",801
"Anoka","Sherburne","Auto SOV","social",236
"Anoka","Sherburne","Auto SOV","univ",190
"Anoka","Sherburne","Auto SOV","work",5273
"Anoka","Sherburne","Bike/Moped","escort",1
"Anoka","Sherburne","Bike/Moped","othdiscr",1
"Anoka","Sherburne","Bike/Moped","othmaint",2
"Anoka","Sherburne","Bike/Moped","school",9
"Anoka","Sherburne","Bike/Moped","univ",3
"Anoka","Sherburne","Drive-Transit","othmaint",1
"Anoka","Sherburne","Drive-Transit","school",1
"Anoka","Sherburne","Drive-Transit","shopping",1
"Anoka","Sherburne","Drive-Transit","social",1
"Anoka","Sherburne","Drive-Transit","univ",5
"Anoka","Sherburne","Drive-Transit","work",45
"Anoka","Sherburne","School Bus","atwork",8
"Anoka","Sherburne","School Bus","eatout",1
"Anoka","Sherburne","School Bus","escort",8
"Anoka","Sherburne","School Bus","othdiscr",8
"Anoka","Sherburne","School Bus","othmaint",41
"Anoka","Sherburne","School Bus","school",82
"Anoka","Sherburne","School Bus","shopping",19
"Anoka","Sherburne","School Bus","social",2
"Anoka","Sherburne","School Bus","univ",44
"Anoka","Sherburne","School Bus","work",105
"Anoka","Sherburne",NA,"school",384
"Anoka","Sibley","Auto 2 Person","atwork",1
"Anoka","Sibley","Auto 2 Person","eatout",1
"Anoka","Sibley","Auto 2 Person","othdiscr",1
"Anoka","Sibley","Auto 2 Person","othmaint",2
"Anoka","Sibley","Auto 2 Person","school",1
"Anoka","Sibley","Auto 2 Person","work",1
"Anoka","Sibley","Auto 3+ Person","othdiscr",1
"Anoka","Sibley","Auto 3+ Person","school",1
"Anoka","Sibley","Auto SOV","atwork",1
"Anoka","Sibley","Auto SOV","othdiscr",4
"Anoka","Sibley","Auto SOV","othmaint",1
"Anoka","Sibley","Auto SOV","social",1
"Anoka","Sibley","Auto SOV","work",5
"Anoka","St. Croix","Auto 2 Person","atwork",5
"Anoka","St. Croix","Auto 2 Person","eatout",8
"Anoka","St. Croix","Auto 2 Person","escort",11
"Anoka","St. Croix","Auto 2 Person","othdiscr",14
"Anoka","St. Croix","Auto 2 Person","othmaint",17
"Anoka","St. Croix","Auto 2 Person","school",22
"Anoka","St. Croix","Auto 2 Person","shopping",3
"Anoka","St. Croix","Auto 2 Person","social",5
"Anoka","St. Croix","Auto 2 Person","univ",11
"Anoka","St. Croix","Auto 2 Person","work",71
"Anoka","St. Croix","Auto 3+ Person","atwork",5
"Anoka","St. Croix","Auto 3+ Person","eatout",3
"Anoka","St. Croix","Auto 3+ Person","escort",6
"Anoka","St. Croix","Auto 3+ Person","othdiscr",15
"Anoka","St. Croix","Auto 3+ Person","othmaint",9
"Anoka","St. Croix","Auto 3+ Person","school",23
"Anoka","St. Croix","Auto 3+ Person","shopping",2
"Anoka","St. Croix","Auto 3+ Person","social",2
"Anoka","St. Croix","Auto 3+ Person","univ",15
"Anoka","St. Croix","Auto 3+ Person","work",13
"Anoka","St. Croix","Auto SOV","atwork",12
"Anoka","St. Croix","Auto SOV","eatout",13
"Anoka","St. Croix","Auto SOV","escort",9
"Anoka","St. Croix","Auto SOV","othdiscr",42
"Anoka","St. Croix","Auto SOV","othmaint",55
"Anoka","St. Croix","Auto SOV","school",5
"Anoka","St. Croix","Auto SOV","shopping",13
"Anoka","St. Croix","Auto SOV","social",6
"Anoka","St. Croix","Auto SOV","univ",6
"Anoka","St. Croix","Auto SOV","work",273
"Anoka","St. Croix","School Bus","othmaint",1
"Anoka","St. Croix","School Bus","school",1
"Anoka","St. Croix",NA,"school",13
"Anoka","Washington","Auto 2 Person","atwork",131
"Anoka","Washington","Auto 2 Person","eatout",270
"Anoka","Washington","Auto 2 Person","escort",540
"Anoka","Washington","Auto 2 Person","othdiscr",471
"Anoka","Washington","Auto 2 Person","othmaint",393
"Anoka","Washington","Auto 2 Person","school",297
"Anoka","Washington","Auto 2 Person","shopping",464
"Anoka","Washington","Auto 2 Person","social",219
"Anoka","Washington","Auto 2 Person","univ",106
"Anoka","Washington","Auto 2 Person","work",1224
"Anoka","Washington","Auto 3+ Person","atwork",56
"Anoka","Washington","Auto 3+ Person","eatout",130
"Anoka","Washington","Auto 3+ Person","escort",333
"Anoka","Washington","Auto 3+ Person","othdiscr",366
"Anoka","Washington","Auto 3+ Person","othmaint",128
"Anoka","Washington","Auto 3+ Person","school",507
"Anoka","Washington","Auto 3+ Person","shopping",193
"Anoka","Washington","Auto 3+ Person","social",89
"Anoka","Washington","Auto 3+ Person","univ",62
"Anoka","Washington","Auto 3+ Person","work",293
"Anoka","Washington","Auto SOV","atwork",267
"Anoka","Washington","Auto SOV","eatout",297
"Anoka","Washington","Auto SOV","escort",242
"Anoka","Washington","Auto SOV","othdiscr",721
"Anoka","Washington","Auto SOV","othmaint",740
"Anoka","Washington","Auto SOV","school",48
"Anoka","Washington","Auto SOV","shopping",1141
"Anoka","Washington","Auto SOV","social",243
"Anoka","Washington","Auto SOV","univ",79
"Anoka","Washington","Auto SOV","work",5002
"Anoka","Washington","Bike/Moped","othdiscr",3
"Anoka","Washington","Bike/Moped","othmaint",1
"Anoka","Washington","Bike/Moped","shopping",3
"Anoka","Washington","Bike/Moped","social",2
"Anoka","Washington","Bike/Moped","work",3
"Anoka","Washington","Drive-Transit","eatout",2
"Anoka","Washington","Drive-Transit","school",1
"Anoka","Washington","Drive-Transit","shopping",1
"Anoka","Washington","Drive-Transit","univ",2
"Anoka","Washington","Drive-Transit","work",15
"Anoka","Washington","School Bus","atwork",12
"Anoka","Washington","School Bus","escort",19
"Anoka","Washington","School Bus","othdiscr",1
"Anoka","Washington","School Bus","othmaint",34
"Anoka","Washington","School Bus","school",108
"Anoka","Washington","School Bus","shopping",34
"Anoka","Washington","School Bus","social",1
"Anoka","Washington","School Bus","univ",3
"Anoka","Washington","School Bus","work",35
"Anoka","Washington",NA,"school",233
"Anoka","Wright","Auto 2 Person","atwork",44
"Anoka","Wright","Auto 2 Person","eatout",68
"Anoka","Wright","Auto 2 Person","escort",189
"Anoka","Wright","Auto 2 Person","othdiscr",203
"Anoka","Wright","Auto 2 Person","othmaint",157
"Anoka","Wright","Auto 2 Person","school",58
"Anoka","Wright","Auto 2 Person","shopping",92
"Anoka","Wright","Auto 2 Person","social",92
"Anoka","Wright","Auto 2 Person","univ",57
"Anoka","Wright","Auto 2 Person","work",690
"Anoka","Wright","Auto 3+ Person","atwork",19
"Anoka","Wright","Auto 3+ Person","eatout",39
"Anoka","Wright","Auto 3+ Person","escort",106
"Anoka","Wright","Auto 3+ Person","othdiscr",136
"Anoka","Wright","Auto 3+ Person","othmaint",70
"Anoka","Wright","Auto 3+ Person","school",67
"Anoka","Wright","Auto 3+ Person","shopping",37
"Anoka","Wright","Auto 3+ Person","social",48
"Anoka","Wright","Auto 3+ Person","univ",31
"Anoka","Wright","Auto 3+ Person","work",163
"Anoka","Wright","Auto SOV","atwork",91
"Anoka","Wright","Auto SOV","eatout",103
"Anoka","Wright","Auto SOV","escort",76
"Anoka","Wright","Auto SOV","othdiscr",329
"Anoka","Wright","Auto SOV","othmaint",366
"Anoka","Wright","Auto SOV","school",7
"Anoka","Wright","Auto SOV","shopping",228
"Anoka","Wright","Auto SOV","social",109
"Anoka","Wright","Auto SOV","univ",46
"Anoka","Wright","Auto SOV","work",2714
"Anoka","Wright","Drive-Transit","othmaint",2
"Anoka","Wright","Drive-Transit","univ",2
"Anoka","Wright","Drive-Transit","work",22
"Anoka","Wright","School Bus","atwork",2
"Anoka","Wright","School Bus","eatout",2
"Anoka","Wright","School Bus","escort",2
"Anoka","Wright","School Bus","othdiscr",3
"Anoka","Wright","School Bus","othmaint",14
"Anoka","Wright","School Bus","school",11
"Anoka","Wright","School Bus","shopping",4
"Anoka","Wright","School Bus","social",3
"Anoka","Wright","School Bus","univ",14
"Anoka","Wright","School Bus","work",40
"Anoka","Wright",NA,"school",23
"Carver","Anoka","Auto 2 Person","atwork",13
"Carver","Anoka","Auto 2 Person","eatout",7
"Carver","Anoka","Auto 2 Person","escort",17
"Carver","Anoka","Auto 2 Person","othdiscr",20
"Carver","Anoka","Auto 2 Person","othmaint",17
"Carver","Anoka","Auto 2 Person","shopping",7
"Carver","Anoka","Auto 2 Person","social",4
"Carver","Anoka","Auto 2 Person","univ",1
"Carver","Anoka","Auto 2 Person","work",78
"Carver","Anoka","Auto 3+ Person","atwork",2
"Carver","Anoka","Auto 3+ Person","eatout",6
"Carver","Anoka","Auto 3+ Person","escort",14
"Carver","Anoka","Auto 3+ Person","othdiscr",20
"Carver","Anoka","Auto 3+ Person","othmaint",12
"Carver","Anoka","Auto 3+ Person","school",1
"Carver","Anoka","Auto 3+ Person","shopping",1
"Carver","Anoka","Auto 3+ Person","social",1
"Carver","Anoka","Auto 3+ Person","univ",2
"Carver","Anoka","Auto 3+ Person","work",24
"Carver","Anoka","Auto SOV","atwork",20
"Carver","Anoka","Auto SOV","eatout",15
"Carver","Anoka","Auto SOV","escort",10
"Carver","Anoka","Auto SOV","othdiscr",30
"Carver","Anoka","Auto SOV","othmaint",51
"Carver","Anoka","Auto SOV","school",1
"Carver","Anoka","Auto SOV","shopping",15
"Carver","Anoka","Auto SOV","social",4
"Carver","Anoka","Auto SOV","univ",3
"Carver","Anoka","Auto SOV","work",323
"Carver","Anoka","Drive-Transit","othdiscr",1
"Carver","Anoka","Drive-Transit","othmaint",1
"Carver","Anoka","Drive-Transit","work",2
"Carver","Anoka","School Bus","othdiscr",2
"Carver","Anoka","School Bus","othmaint",2
"Carver","Anoka","School Bus","work",9
"Carver","Anoka",NA,"school",1
"Carver","Carver","Auto 2 Person","atwork",1472
"Carver","Carver","Auto 2 Person","eatout",3172
"Carver","Carver","Auto 2 Person","escort",8153
"Carver","Carver","Auto 2 Person","othdiscr",5527
"Carver","Carver","Auto 2 Person","othmaint",2839
"Carver","Carver","Auto 2 Person","school",7056
"Carver","Carver","Auto 2 Person","shopping",5743
"Carver","Carver","Auto 2 Person","social",1955
"Carver","Carver","Auto 2 Person","univ",941
"Carver","Carver","Auto 2 Person","work",5299
"Carver","Carver","Auto 3+ Person","atwork",603
"Carver","Carver","Auto 3+ Person","eatout",1549
"Carver","Carver","Auto 3+ Person","escort",4962
"Carver","Carver","Auto 3+ Person","othdiscr",3742
"Carver","Carver","Auto 3+ Person","othmaint",1238
"Carver","Carver","Auto 3+ Person","school",9736
"Carver","Carver","Auto 3+ Person","shopping",2417
"Carver","Carver","Auto 3+ Person","social",965
"Carver","Carver","Auto 3+ Person","univ",531
"Carver","Carver","Auto 3+ Person","work",1129
"Carver","Carver","Auto SOV","atwork",2827
"Carver","Carver","Auto SOV","eatout",3067
"Carver","Carver","Auto SOV","escort",3176
"Carver","Carver","Auto SOV","othdiscr",6553
"Carver","Carver","Auto SOV","othmaint",5859
"Carver","Carver","Auto SOV","school",931
"Carver","Carver","Auto SOV","shopping",14339
"Carver","Carver","Auto SOV","social",2242
"Carver","Carver","Auto SOV","univ",856
"Carver","Carver","Auto SOV","work",22100
"Carver","Carver","Bike/Moped","eatout",345
"Carver","Carver","Bike/Moped","escort",105
"Carver","Carver","Bike/Moped","othdiscr",845
"Carver","Carver","Bike/Moped","othmaint",183
"Carver","Carver","Bike/Moped","school",292
"Carver","Carver","Bike/Moped","shopping",754
"Carver","Carver","Bike/Moped","social",216
"Carver","Carver","Bike/Moped","univ",91
"Carver","Carver","Bike/Moped","work",642
"Carver","Carver","Drive-Transit","othmaint",1
"Carver","Carver","Drive-Transit","school",1
"Carver","Carver","Drive-Transit","shopping",4
"Carver","Carver","Drive-Transit","univ",1
"Carver","Carver","Drive-Transit","work",13
"Carver","Carver","School Bus","atwork",700
"Carver","Carver","School Bus","eatout",20
"Carver","Carver","School Bus","escort",495
"Carver","Carver","School Bus","othdiscr",39
"Carver","Carver","School Bus","othmaint",501
"Carver","Carver","School Bus","school",5717
"Carver","Carver","School Bus","shopping",851
"Carver","Carver","School Bus","social",17
"Carver","Carver","School Bus","univ",150
"Carver","Carver","School Bus","work",119
"Carver","Carver","Walk","atwork",958
"Carver","Carver","Walk","eatout",1783
"Carver","Carver","Walk","escort",634
"Carver","Carver","Walk","othdiscr",3167
"Carver","Carver","Walk","othmaint",682
"Carver","Carver","Walk","school",1595
"Carver","Carver","Walk","shopping",2316
"Carver","Carver","Walk","social",1013
"Carver","Carver","Walk","univ",277
"Carver","Carver","Walk","work",1312
"Carver","Carver","Walk-Transit","work",2
"Carver","Carver",NA,"school",2550
"Carver","Chisago","Auto 2 Person","work",4
"Carver","Chisago","Auto 3+ Person","work",2
"Carver","Chisago","Auto SOV","escort",1
"Carver","Chisago","Auto SOV","othdiscr",4
"Carver","Chisago","Auto SOV","othmaint",2
"Carver","Chisago","Auto SOV","work",8
"Carver","Dakota","Auto 2 Person","atwork",54
"Carver","Dakota","Auto 2 Person","eatout",44
"Carver","Dakota","Auto 2 Person","escort",64
"Carver","Dakota","Auto 2 Person","othdiscr",104
"Carver","Dakota","Auto 2 Person","othmaint",91
"Carver","Dakota","Auto 2 Person","school",28
"Carver","Dakota","Auto 2 Person","shopping",50
"Carver","Dakota","Auto 2 Person","social",42
"Carver","Dakota","Auto 2 Person","univ",16
"Carver","Dakota","Auto 2 Person","work",446
"Carver","Dakota","Auto 3+ Person","atwork",25
"Carver","Dakota","Auto 3+ Person","eatout",18
"Carver","Dakota","Auto 3+ Person","escort",50
"Carver","Dakota","Auto 3+ Person","othdiscr",60
"Carver","Dakota","Auto 3+ Person","othmaint",53
"Carver","Dakota","Auto 3+ Person","school",28
"Carver","Dakota","Auto 3+ Person","shopping",18
"Carver","Dakota","Auto 3+ Person","social",15
"Carver","Dakota","Auto 3+ Person","univ",11
"Carver","Dakota","Auto 3+ Person","work",101
"Carver","Dakota","Auto SOV","atwork",85
"Carver","Dakota","Auto SOV","eatout",55
"Carver","Dakota","Auto SOV","escort",33
"Carver","Dakota","Auto SOV","othdiscr",202
"Carver","Dakota","Auto SOV","othmaint",225
"Carver","Dakota","Auto SOV","school",7
"Carver","Dakota","Auto SOV","shopping",121
"Carver","Dakota","Auto SOV","social",36
"Carver","Dakota","Auto SOV","univ",22
"Carver","Dakota","Auto SOV","work",1860
"Carver","Dakota","Drive-Transit","shopping",1
"Carver","Dakota","Drive-Transit","univ",5
"Carver","Dakota","Drive-Transit","work",24
"Carver","Dakota","School Bus","escort",2
"Carver","Dakota","School Bus","othmaint",7
"Carver","Dakota","School Bus","school",2
"Carver","Dakota","School Bus","shopping",1
"Carver","Dakota","School Bus","univ",2
"Carver","Dakota","School Bus","work",18
"Carver","Dakota",NA,"school",1
"Carver","Goodhue","Auto 2 Person","atwork",1
"Carver","Goodhue","Auto 2 Person","escort",1
"Carver","Goodhue","Auto 2 Person","othdiscr",1
"Carver","Goodhue","Auto 2 Person","othmaint",1
"Carver","Goodhue","Auto 2 Person","work",5
"Carver","Goodhue","Auto 3+ Person","escort",1
"Carver","Goodhue","Auto 3+ Person","othmaint",2
"Carver","Goodhue","Auto 3+ Person","social",1
"Carver","Goodhue","Auto SOV","atwork",1
"Carver","Goodhue","Auto SOV","othdiscr",5
"Carver","Goodhue","Auto SOV","othmaint",2
"Carver","Goodhue","Auto SOV","social",1
"Carver","Goodhue","Auto SOV","univ",1
"Carver","Goodhue","Auto SOV","work",15
"Carver","Goodhue",NA,"school",2
"Carver","Hennepin","Auto 2 Person","atwork",769
"Carver","Hennepin","Auto 2 Person","eatout",1172
"Carver","Hennepin","Auto 2 Person","escort",2432
"Carver","Hennepin","Auto 2 Person","othdiscr",2466
"Carver","Hennepin","Auto 2 Person","othmaint",1784
"Carver","Hennepin","Auto 2 Person","school",1885
"Carver","Hennepin","Auto 2 Person","shopping",1782
"Carver","Hennepin","Auto 2 Person","social",942
"Carver","Hennepin","Auto 2 Person","univ",592
"Carver","Hennepin","Auto 2 Person","work",5794
"Carver","Hennepin","Auto 3+ Person","atwork",330
"Carver","Hennepin","Auto 3+ Person","eatout",594
"Carver","Hennepin","Auto 3+ Person","escort",1379
"Carver","Hennepin","Auto 3+ Person","othdiscr",1695
"Carver","Hennepin","Auto 3+ Person","othmaint",796
"Carver","Hennepin","Auto 3+ Person","school",2572
"Carver","Hennepin","Auto 3+ Person","shopping",703
"Carver","Hennepin","Auto 3+ Person","social",468
"Carver","Hennepin","Auto 3+ Person","univ",311
"Carver","Hennepin","Auto 3+ Person","work",1387
"Carver","Hennepin","Auto SOV","atwork",1445
"Carver","Hennepin","Auto SOV","eatout",1443
"Carver","Hennepin","Auto SOV","escort",1006
"Carver","Hennepin","Auto SOV","othdiscr",3577
"Carver","Hennepin","Auto SOV","othmaint",4110
"Carver","Hennepin","Auto SOV","school",276
"Carver","Hennepin","Auto SOV","shopping",4469
"Carver","Hennepin","Auto SOV","social",1200
"Carver","Hennepin","Auto SOV","univ",515
"Carver","Hennepin","Auto SOV","work",24007
"Carver","Hennepin","Bike/Moped","eatout",20
"Carver","Hennepin","Bike/Moped","escort",3
"Carver","Hennepin","Bike/Moped","othdiscr",36
"Carver","Hennepin","Bike/Moped","othmaint",11
"Carver","Hennepin","Bike/Moped","school",17
"Carver","Hennepin","Bike/Moped","shopping",49
"Carver","Hennepin","Bike/Moped","social",6
"Carver","Hennepin","Bike/Moped","univ",7
"Carver","Hennepin","Bike/Moped","work",28
"Carver","Hennepin","Drive-Transit","eatout",3
"Carver","Hennepin","Drive-Transit","escort",1
"Carver","Hennepin","Drive-Transit","othdiscr",14
"Carver","Hennepin","Drive-Transit","othmaint",19
"Carver","Hennepin","Drive-Transit","school",4
"Carver","Hennepin","Drive-Transit","shopping",24
"Carver","Hennepin","Drive-Transit","social",4
"Carver","Hennepin","Drive-Transit","univ",118
"Carver","Hennepin","Drive-Transit","work",329
"Carver","Hennepin","School Bus","atwork",84
"Carver","Hennepin","School Bus","eatout",8
"Carver","Hennepin","School Bus","escort",90
"Carver","Hennepin","School Bus","othdiscr",28
"Carver","Hennepin","School Bus","othmaint",213
"Carver","Hennepin","School Bus","school",881
"Carver","Hennepin","School Bus","shopping",175
"Carver","Hennepin","School Bus","social",2
"Carver","Hennepin","School Bus","univ",50
"Carver","Hennepin","School Bus","work",289
"Carver","Hennepin","Walk","school",2
"Carver","Hennepin","Walk","social",1
"Carver","Hennepin","Walk-Transit","work",12
"Carver","Hennepin",NA,"school",311
"Carver","Isanti","Auto 2 Person","escort",1
"Carver","Isanti","Auto 2 Person","othdiscr",2
"Carver","Isanti","Auto 2 Person","work",1
"Carver","Isanti","Auto 3+ Person","othdiscr",2
"Carver","Isanti","Auto SOV","escort",1
"Carver","Isanti","Auto SOV","othdiscr",1
"Carver","Isanti","Auto SOV","othmaint",1
"Carver","Isanti","Auto SOV","shopping",1
"Carver","Isanti","Auto SOV","work",9
"Carver","Le Sueur","Auto 2 Person","atwork",12
"Carver","Le Sueur","Auto 2 Person","eatout",11
"Carver","Le Sueur","Auto 2 Person","escort",19
"Carver","Le Sueur","Auto 2 Person","othdiscr",31
"Carver","Le Sueur","Auto 2 Person","othmaint",14
"Carver","Le Sueur","Auto 2 Person","school",218
"Carver","Le Sueur","Auto 2 Person","shopping",4
"Carver","Le Sueur","Auto 2 Person","social",7
"Carver","Le Sueur","Auto 2 Person","univ",74
"Carver","Le Sueur","Auto 2 Person","work",109
"Carver","Le Sueur","Auto 3+ Person","atwork",2
"Carver","Le Sueur","Auto 3+ Person","eatout",4
"Carver","Le Sueur","Auto 3+ Person","escort",5
"Carver","Le Sueur","Auto 3+ Person","othdiscr",15
"Carver","Le Sueur","Auto 3+ Person","othmaint",9
"Carver","Le Sueur","Auto 3+ Person","school",284
"Carver","Le Sueur","Auto 3+ Person","shopping",3
"Carver","Le Sueur","Auto 3+ Person","social",3
"Carver","Le Sueur","Auto 3+ Person","univ",37
"Carver","Le Sueur","Auto 3+ Person","work",29
"Carver","Le Sueur","Auto SOV","atwork",11
"Carver","Le Sueur","Auto SOV","eatout",12
"Carver","Le Sueur","Auto SOV","escort",5
"Carver","Le Sueur","Auto SOV","othdiscr",49
"Carver","Le Sueur","Auto SOV","othmaint",57
"Carver","Le Sueur","Auto SOV","school",60
"Carver","Le Sueur","Auto SOV","shopping",17
"Carver","Le Sueur","Auto SOV","social",15
"Carver","Le Sueur","Auto SOV","univ",57
"Carver","Le Sueur","Auto SOV","work",509
"Carver","Le Sueur","School Bus","othmaint",1
"Carver","Le Sueur","School Bus","school",4
"Carver","Le Sueur",NA,"school",192
"Carver","McLeod","Auto 2 Person","atwork",23
"Carver","McLeod","Auto 2 Person","eatout",41
"Carver","McLeod","Auto 2 Person","escort",122
"Carver","McLeod","Auto 2 Person","othdiscr",88
"Carver","McLeod","Auto 2 Person","othmaint",56
"Carver","McLeod","Auto 2 Person","school",465
"Carver","McLeod","Auto 2 Person","shopping",60
"Carver","McLeod","Auto 2 Person","social",65
"Carver","McLeod","Auto 2 Person","univ",142
"Carver","McLeod","Auto 2 Person","work",398
"Carver","McLeod","Auto 3+ Person","atwork",7
"Carver","McLeod","Auto 3+ Person","eatout",19
"Carver","McLeod","Auto 3+ Person","escort",81
"Carver","McLeod","Auto 3+ Person","othdiscr",65
"Carver","McLeod","Auto 3+ Person","othmaint",25
