"","taz","freq"
"1739",1739,4689
"1740",1740,1028
"1741",1741,1074
"1742",1742,175
"1743",1743,2393
"1744",1744,750
"1745",1745,1362
"1746",1746,162
"1747",1747,517
"1748",1748,189
"1749",1749,268
"1750",1750,1911
"1751",1751,45
"1752",1752,87
"1753",1753,27
"1754",1754,25
"1755",1755,54
"1756",1756,21
"1757",1757,666
"1758",1758,145
"1759",1759,118
"1760",1760,62
"1761",1761,1582
"1762",1762,105
"1763",1763,1091
"1764",1764,145
"1765",1765,1825
"1766",1766,383
"1767",1767,390
"1768",1768,358
"1769",1769,546
"1770",1770,94
"1771",1771,22
"1772",1772,5
"1773",1773,186
"1774",1774,110
"1775",1775,1378
"1776",1776,1036
"1777",1777,265
"1778",1778,569
"1779",1779,63
"1780",1780,389
"1781",1781,861
"1782",1782,1144
"1783",1783,412
"1784",1784,467
"1785",1785,12
"1786",1786,178
"1787",1787,415
"1788",1788,17
"1789",1789,184
"1790",1790,70
"1791",1791,85
"1792",1792,420
"1793",1793,213
"1794",1794,660
"1795",1795,3677
"1796",1796,801
"1797",1797,1964
"1798",1798,59
"1799",1799,537
"1800",1800,53
"1801",1801,1121
"1802",1802,0
"1803",1803,7
"1804",1804,10
"1805",1805,292
"1806",1806,775
"1807",1807,2334
"1808",1808,2991
"1809",1809,835
"1810",1810,517
"1811",1811,51
"1812",1812,938
"1813",1813,158
"1814",1814,22
"1815",1815,171
"1816",1816,780
"1817",1817,641
"1818",1818,1362
"1819",1819,522
"1820",1820,693
"1821",1821,303
"1822",1822,96
"1823",1823,289
"1824",1824,369
"1825",1825,845
"1826",1826,441
"1827",1827,527
"1828",1828,148
"1829",1829,75
"1830",1830,10
"1831",1831,255
"1832",1832,200
"1833",1833,327
"1834",1834,39
"1835",1835,77
"1836",1836,187
"1837",1837,46
"1838",1838,597
"1839",1839,1673
"1840",1840,2699
"1841",1841,98
"1842",1842,1163
"1843",1843,893
"1844",1844,17
"1845",1845,41
"1846",1846,141
"1847",1847,6
"1848",1848,297
"1849",1849,381
"1850",1850,219
"1851",1851,18
"1852",1852,176
"1853",1853,148
"1854",1854,653
"1855",1855,236
"1856",1856,2947
"1857",1857,18
"1858",1858,269
"1859",1859,2168
"1860",1860,976
"1861",1861,2813
"1862",1862,1835
"1863",1863,2318
"1864",1864,2149
"1865",1865,557
"1866",1866,1610
"1867",1867,3168
"1868",1868,102
"1869",1869,2206
"1870",1870,1260
"1871",1871,7
"1872",1872,76
"1873",1873,89
"1874",1874,5
"1875",1875,2183
"1876",1876,337
"1877",1877,844
"1878",1878,1132
"1879",1879,64
"1880",1880,40
"1881",1881,53
"1882",1882,23
"1883",1883,112
"1884",1884,463
"1885",1885,1203
"1886",1886,124
"1887",1887,182
"1888",1888,129
"1889",1889,149
"1890",1890,396
"1891",1891,642
"1892",1892,202
"1893",1893,280
"1894",1894,280
"1895",1895,33
"1896",1896,195
"1897",1897,623
"1898",1898,920
"1899",1899,1274
"1900",1900,3698
"1901",1901,1372
"1902",1902,286
"1903",1903,66
"1904",1904,4449
"1905",1905,4329
"1906",1906,2695
"1907",1907,431
"1908",1908,2691
"1909",1909,1682
"1910",1910,2196
"1911",1911,1883
"1912",1912,949
"1913",1913,1455
"1914",1914,369
"1915",1915,75
"1916",1916,1074
"1917",1917,4375
"1918",1918,460
"1919",1919,886
"1920",1920,117
"1921",1921,73
"1922",1922,92
"1923",1923,73
"1924",1924,126
"1925",1925,707
"1926",1926,335
"1927",1927,39
"1928",1928,187
"1929",1929,1638
"1930",1930,415
"1931",1931,241
"1932",1932,99
"1933",1933,18
"1934",1934,685
"1935",1935,521
"1936",1936,218
"1937",1937,512
"1938",1938,539
"1939",1939,680
"1940",1940,615
"1941",1941,2158
"1942",1942,1315
"1943",1943,3266
"1944",1944,352
"1945",1945,320
"1946",1946,379
"1947",1947,532
"1948",1948,967
"1949",1949,165
"1950",1950,67
"1951",1951,22
"1952",1952,125
"1953",1953,196
"1954",1954,673
"1955",1955,170
"1956",1956,534
"1957",1957,893
"1958",1958,91
"1959",1959,216
"1960",1960,690
"1961",1961,422
"1962",1962,658
"1963",1963,842
"1964",1964,404
"1965",1965,380
"1966",1966,601
"1967",1967,19
"1968",1968,380
"1969",1969,19
"1970",1970,118
"1971",1971,168
"1972",1972,22
"1973",1973,83
"1974",1974,762
"1975",1975,286
"1976",1976,25
"1977",1977,125
"1978",1978,307
"1979",1979,576
"1980",1980,356
"1981",1981,149
"1982",1982,701
"1983",1983,435
"1984",1984,474
"1985",1985,288
"1986",1986,179
"1987",1987,177
"1988",1988,11562
"1989",1989,648
"1990",1990,728
"1991",1991,132
"1992",1992,26
"1993",1993,1038
"1994",1994,60
"1995",1995,478
"1996",1996,349
"1997",1997,1731
"1998",1998,484
"1999",1999,3989
"2000",2000,693
"2001",2001,5358
"2002",2002,103
"2003",2003,82
"2004",2004,749
"2005",2005,1295
"2006",2006,157
"2007",2007,2980
"2008",2008,4294
"2009",2009,3870
"2010",2010,2740
"2011",2011,1989
"2012",2012,1241
"2013",2013,4732
"2014",2014,2175
"2015",2015,706
"2016",2016,1377
"2017",2017,3505
"2018",2018,2004
"2019",2019,341
"2020",2020,2293
"2021",2021,6003
"2022",2022,2107
"2023",2023,38
"2024",2024,1522
"2025",2025,452
"2026",2026,5872
"2027",2027,617
"2028",2028,839
"2029",2029,207
"2030",2030,25
"2031",2031,391
"2032",2032,329
"2033",2033,1252
"2034",2034,1306
"2035",2035,411
"2036",2036,696
"2037",2037,1224
"2038",2038,1712
"2039",2039,46
"2040",2040,734
"2041",2041,660
"2042",2042,143
"2043",2043,476
"2044",2044,275
"2045",2045,143
"2046",2046,197
"2047",2047,491
"2048",2048,166
"2049",2049,1429
"2050",2050,235
"2051",2051,574
"2052",2052,299
"2053",2053,95
"2054",2054,202
"2055",2055,2340
"2056",2056,202
"2057",2057,179
"2058",2058,132
"2059",2059,72
"2060",2060,249
"2061",2061,1538
"2062",2062,1069
"2063",2063,585
"2064",2064,11
"2065",2065,48
"2066",2066,55
"2067",2067,34
"2068",2068,2
"2069",2069,369
"2070",2070,136
"2071",2071,293
"2072",2072,372
"2073",2073,355
"2074",2074,718
"2075",2075,58
"2076",2076,488
"2077",2077,588
"2078",2078,1016
"2079",2079,1028
"2080",2080,350
"2081",2081,420
"2082",2082,102
"2083",2083,1183
"2084",2084,1946
"2085",2085,2833
"2086",2086,1662
"2087",2087,559
"2088",2088,554
"2089",2089,7
"2090",2090,134
"2091",2091,270
"2092",2092,122
"2093",2093,168
"2094",2094,48
"2095",2095,93
"2096",2096,165
"2097",2097,92
"2098",2098,1127
"2099",2099,439
"2100",2100,261
"2101",2101,522
"2102",2102,205
"2103",2103,187
"2104",2104,288
"2105",2105,82
"2106",2106,15
"2107",2107,587
"2108",2108,446
"2109",2109,250
"2110",2110,66
"2111",2111,23
"2112",2112,13
"2113",2113,80
"2114",2114,41
"2115",2115,10
"2116",2116,208
"2117",2117,1502
"2118",2118,264
"2119",2119,209
"2120",2120,87
"2121",2121,4
"2122",2122,4
"2123",2123,102
"2124",2124,637
"2125",2125,716
"2126",2126,174
"2127",2127,469
"2128",2128,404
"2129",2129,447
"2130",2130,3693
"2131",2131,449
"2132",2132,5281
"2133",2133,448
"2134",2134,575
"2135",2135,209
"2136",2136,499
"2137",2137,1613
"2138",2138,1282
"2139",2139,94
"2140",2140,503
"2141",2141,115
"2142",2142,521
"2143",2143,75
"2144",2144,50
"2145",2145,361
"2146",2146,363
"2147",2147,10
"2148",2148,279
"2149",2149,48
"2150",2150,90
"2151",2151,856
"2152",2152,503
"2153",2153,302
"2154",2154,274
"2155",2155,1072
"2156",2156,707
"2157",2157,20
"2158",2158,173
"2159",2159,17
"2160",2160,8
"2161",2161,17
"2162",2162,3963
"2163",2163,304
"2164",2164,392
"2165",2165,0
"2166",2166,84
"2167",2167,33
"2168",2168,728
"2169",2169,1112
"2170",2170,259
"2171",2171,1
"2172",2172,48
"2173",2173,56
"2174",2174,1402
"2175",2175,264
"2176",2176,303
"2177",2177,82
"2178",2178,202
"2179",2179,293
"2180",2180,6
"2181",2181,21
"2182",2182,149
"2183",2183,44
"2184",2184,11
"2185",2185,355
"2186",2186,5
"2187",2187,0
"2188",2188,2
"2189",2189,5
"2190",2190,86
"2191",2191,84
"2192",2192,154
"2193",2193,653
"2194",2194,2
"2195",2195,310
"2196",2196,121
"2197",2197,80
"2198",2198,5
"2199",2199,8
"2200",2200,112
"2201",2201,0
"2202",2202,0
"2203",2203,9
"2204",2204,52
"2205",2205,37
"2206",2206,13
"2207",2207,4
"2208",2208,5
"2209",2209,4
"2210",2210,342
"2211",2211,166
"2212",2212,823
"2213",2213,57
"2214",2214,0
"2215",2215,24
"2216",2216,31
"2217",2217,7
"2218",2218,28
"2219",2219,0
"2220",2220,2
"2221",2221,0
"2222",2222,317
"2223",2223,780
"2224",2224,127
"2225",2225,450
"2226",2226,125
"2227",2227,25
"2228",2228,40
"2229",2229,23
"2230",2230,75
"2231",2231,27
"2232",2232,76
"2233",2233,89
"2234",2234,39
"2235",2235,70
"2236",2236,59
"2237",2237,31
"2238",2238,23
"2239",2239,1
"2240",2240,17
"2241",2241,14
"2242",2242,3
"2243",2243,26
"2244",2244,500
"2245",2245,293
"2246",2246,104
"2247",2247,46
"2248",2248,33
"2249",2249,121
"2250",2250,91
"2251",2251,21
"2252",2252,16
"2253",2253,61
"2254",2254,65
"2255",2255,15
"2256",2256,360
"2257",2257,25
"2258",2258,20
"2259",2259,188
"2260",2260,133
"2261",2261,73
"2262",2262,94
"2263",2263,19
"2264",2264,318
"2265",2265,174
"2266",2266,490
"2267",2267,761
"2268",2268,1018
"2269",2269,1212
"2270",2270,671
"2271",2271,273
"2272",2272,405
"2273",2273,199
"2274",2274,468
"2275",2275,523
"2276",2276,99
"2277",2277,61
"2278",2278,47
"2279",2279,8
"2280",2280,0
"2281",2281,19
"2282",2282,2
"2283",2283,9
"2284",2284,7
"2285",2285,25
"2286",2286,74
"2287",2287,84
"2288",2288,22
"2289",2289,22
"2290",2290,0
"2291",2291,112
"2292",2292,54
"2293",2293,12
"2294",2294,62
"2295",2295,24
"2296",2296,675
"2297",2297,340
"2298",2298,104
"2299",2299,1201
"2300",2300,153
"2301",2301,28
"2302",2302,87
"2303",2303,26
"2304",2304,25
"2305",2305,21
"2306",2306,2
"2307",2307,43
"2308",2308,55
"2309",2309,5
"2310",2310,4
"2311",2311,12
"2312",2312,22
"2313",2313,8
"2314",2314,18
"2315",2315,16
"2316",2316,19
"2317",2317,18
"2318",2318,12
"2319",2319,20
"2320",2320,34
"2321",2321,84
"2322",2322,91
"2323",2323,51
"2324",2324,189
"2325",2325,150
"2326",2326,13
"2327",2327,144
"2328",2328,16
"2329",2329,136
"2330",2330,406
"2331",2331,238
"2332",2332,38
"2333",2333,76
"2334",2334,9
"2335",2335,134
"2336",2336,90
"2337",2337,86
"2338",2338,183
"2339",2339,428
"2340",2340,836
"2341",2341,580
"2342",2342,433
"2343",2343,187
"2344",2344,8
"2345",2345,19
"2346",2346,321
"2347",2347,836
"2348",2348,34
"2349",2349,24
"2350",2350,16
"2351",2351,11
"2352",2352,20
"2353",2353,1
"2354",2354,452
"2355",2355,600
"2356",2356,223
"2357",2357,201
"2358",2358,19
"2359",2359,32
"2360",2360,26
"2361",2361,131
"2362",2362,199
"2363",2363,336
"2364",2364,460
"2365",2365,573
"2366",2366,481
"2367",2367,4
"2368",2368,17
"2369",2369,294
"2370",2370,63
"2371",2371,122
"2372",2372,464
"2373",2373,746
"2374",2374,1302
"2375",2375,194
"2376",2376,3187
"2377",2377,2259
"2378",2378,7
"2379",2379,810
"2380",2380,570
"2381",2381,1015
"2382",2382,210
"2383",2383,2202
"2384",2384,126
"2385",2385,156
"2386",2386,18
"2387",2387,191
"2388",2388,234
"2389",2389,173
"2390",2390,322
"2391",2391,357
"2392",2392,117
"2393",2393,292
"2394",2394,35
"2395",2395,129
"2396",2396,51
"2397",2397,596
"2398",2398,652
"2399",2399,51
"2400",2400,85
"2401",2401,4
"2402",2402,32
"2403",2403,3
"2404",2404,88
"2405",2405,18
"2406",2406,56
"2407",2407,212
"2408",2408,99
"2409",2409,25
"2410",2410,126
"2411",2411,1121
"2412",2412,3076
"2413",2413,1277
"2414",2414,290
"2415",2415,278
"2416",2416,857
"2417",2417,374
"2418",2418,2005
"2419",2419,1438
"2420",2420,15
"2421",2421,1035
"2422",2422,546
"2423",2423,936
"2424",2424,581
"2425",2425,1170
"2426",2426,1293
"2427",2427,4707
"2428",2428,3081
"2429",2429,805
"2430",2430,124
"2431",2431,735
"2432",2432,774
"2433",2433,290
"2434",2434,169
"2435",2435,43
"2436",2436,329
"2437",2437,40
"2438",2438,312
"2439",2439,87
"2440",2440,46
"2441",2441,124
"2442",2442,11
"2443",2443,119
"2444",2444,68
"2445",2445,4
"2446",2446,12
"2447",2447,82
"2448",2448,162
"2449",2449,138
"2450",2450,242
"2451",2451,6
"2452",2452,16
"2453",2453,100
"2454",2454,158
"2455",2455,2
"2456",2456,154
"2457",2457,40
"2458",2458,292
"2459",2459,297
"2460",2460,28
"2461",2461,16
"2462",2462,95
"2463",2463,430
"2464",2464,50
"2465",2465,939
"2466",2466,46
"2467",2467,904
"2468",2468,203
"2469",2469,817
"2470",2470,158
"2471",2471,96
"2472",2472,74
"2473",2473,5
"2474",2474,148
"2475",2475,48
"2476",2476,178
"2477",2477,451
"2478",2478,243
"2479",2479,1292
"2480",2480,288
"2481",2481,271
"2482",2482,885
"2483",2483,741
"2484",2484,235
"2485",2485,92
"2486",2486,0
"2487",2487,6
"2488",2488,160
"2489",2489,2711
"2490",2490,14
"2491",2491,199
"2492",2492,60
"2493",2493,95
"2494",2494,12
"2495",2495,115
"2496",2496,1085
"2497",2497,35
"2498",2498,15
"2499",2499,95
"2500",2500,65
"2501",2501,0
"2502",2502,3
"2503",2503,19
"2504",2504,196
"2505",2505,273
"2506",2506,2
"2507",2507,459
"2508",2508,51
"2509",2509,941
"2510",2510,158
"2511",2511,44
"2512",2512,34
"2513",2513,3
"2514",2514,124
"2515",2515,260
"2516",2516,540
"2517",2517,1118
"2518",2518,1419
"2519",2519,50
"2520",2520,31
"2521",2521,511
"2522",2522,1
"2523",2523,134
"2524",2524,73
"2525",2525,4
"2526",2526,9
"2527",2527,356
"2528",2528,1347
"2529",2529,81
"2530",2530,74
"2531",2531,49
"2532",2532,50
"2533",2533,33
"2534",2534,10
"2535",2535,46
"2536",2536,157
"2537",2537,33
"2538",2538,44
"2539",2539,45
"2540",2540,46
"2541",2541,113
"2542",2542,95
"2543",2543,90
"2544",2544,165
"2545",2545,1034
"2546",2546,201
"2547",2547,2031
"2548",2548,3401
"2549",2549,1079
"2550",2550,585
"2551",2551,56
"2552",2552,79
"2553",2553,59
"2554",2554,418
"2555",2555,124
"2556",2556,585
"2557",2557,548
"2558",2558,65
"2559",2559,279
"2560",2560,94
"2561",2561,25
"2562",2562,8
"2563",2563,939
"2564",2564,1032
"2565",2565,135
"2566",2566,97
"2567",2567,33
"2568",2568,142
"2569",2569,67
"2570",2570,43
"2571",2571,113
"2572",2572,30
"2573",2573,835
"2574",2574,30
"2575",2575,91
"2576",2576,26
"2577",2577,1194
"2578",2578,584
"2579",2579,306
"2580",2580,147
"2581",2581,49
"2582",2582,103
"2583",2583,2052
"2584",2584,366
"2585",2585,2800
"2586",2586,1474
"2587",2587,2118
"2588",2588,953
"2589",2589,228
"2590",2590,1163
"2591",2591,92
"2592",2592,80
"2593",2593,159
"2594",2594,53
"2595",2595,159
"2596",2596,152
"2597",2597,1221
"2598",2598,147
"2599",2599,69
"2600",2600,198
"2601",2601,1939
"2602",2602,275
"2603",2603,54
"2604",2604,518
"2605",2605,193
"2606",2606,52
"2607",2607,171
"2608",2608,31
"2609",2609,185
"2610",2610,1129
"2611",2611,147
"2612",2612,70
"2613",2613,25
"2614",2614,25
"2615",2615,32
"2616",2616,90
"2617",2617,39
"2618",2618,32
"2619",2619,101
"2620",2620,72
"2621",2621,855
"2622",2622,343
"2623",2623,143
"2624",2624,75
"2625",2625,13
"2626",2626,27
"2627",2627,325
"2628",2628,1492
"2629",2629,261
"2630",2630,84
"2631",2631,77
"2632",2632,21
"2633",2633,82
"2634",2634,83
"2635",2635,1096
"2636",2636,1075
"2637",2637,262
"2638",2638,0
"2639",2639,25
"2640",2640,53
"2641",2641,100
"2642",2642,206
"2643",2643,81
"2644",2644,544
"2645",2645,44
"2646",2646,202
"2647",2647,219
"2648",2648,562
"2649",2649,51
"2650",2650,815
"2651",2651,1529
"2652",2652,1409
"2653",2653,3616
"2654",2654,68
"2655",2655,42
"2656",2656,167
"2657",2657,137
"2658",2658,710
"2659",2659,42
"2660",2660,60
"2661",2661,407
"2662",2662,651
"2663",2663,241
"2664",2664,883
"2665",2665,212
"2666",2666,1311
"2667",2667,261
"2668",2668,2362
"2669",2669,338
"2670",2670,1534
"2671",2671,34
"2672",2672,306
"2673",2673,0
"2674",2674,41
"2675",2675,47
"2676",2676,942
"2677",2677,538
"2678",2678,128
"2679",2679,2510
"2680",2680,706
"2681",2681,2269
"2682",2682,2084
"2683",2683,121
"2684",2684,82
"2685",2685,134
"2686",2686,13
"2687",2687,24
"2688",2688,326
"2689",2689,5
"2690",2690,33
"2691",2691,13
"2692",2692,481
"2693",2693,187
"2694",2694,1505
"2695",2695,200
"2696",2696,156
"2697",2697,3522
"2698",2698,6069
"2699",2699,286
"2700",2700,27
"2701",2701,98
"2702",2702,0
"2703",2703,2477
"2704",2704,152
"2705",2705,230
"2706",2706,64
"2707",2707,19
"2708",2708,47
"2709",2709,27
"2710",2710,75
"2711",2711,516
"2712",2712,195
"2713",2713,21
"2714",2714,9
"2715",2715,0
"2716",2716,0
"2717",2717,10
"2718",2718,2
"2719",2719,15
"2720",2720,11
"2721",2721,79
"2722",2722,16
"2723",2723,968
"2724",2724,229
"2725",2725,658
"2726",2726,507
"2727",2727,18
"2728",2728,143
"2729",2729,82
"2730",2730,94
"2731",2731,15
"2732",2732,5
"2733",2733,22
"2734",2734,63
"2735",2735,13
"2736",2736,10
"2737",2737,58
"2738",2738,2880
"2739",2739,122
"2740",2740,58
"2741",2741,11
"2742",2742,145
"2743",2743,19
"2744",2744,0
"2745",2745,15
"2746",2746,125
"2747",2747,1063
"2748",2748,24
"2749",2749,9
"2750",2750,985
"2751",2751,87
"2752",2752,99
"2753",2753,0
"2754",2754,257
"2755",2755,281
"2756",2756,268
"2757",2757,9
"2758",2758,177
"2759",2759,387
"2760",2760,72
"2761",2761,199
"2762",2762,97
"2763",2763,30
"2764",2764,395
"2765",2765,71
"2766",2766,7
"2767",2767,420
"2768",2768,450
"2769",2769,15
"2770",2770,11
"2771",2771,67
"2772",2772,24
"2773",2773,525
"2774",2774,52
"2775",2775,226
"2776",2776,154
"2777",2777,37
"2778",2778,156
"2779",2779,15
"2780",2780,95
"2781",2781,60
"2782",2782,29
"2783",2783,91
"2784",2784,45
"2785",2785,1205
"2786",2786,1191
"2787",2787,4201
"2788",2788,3404
"2789",2789,1591
"2790",2790,2219
"2791",2791,1974
"2792",2792,1015
"2793",2793,1964
"2794",2794,538
"2795",2795,1491
"2796",2796,40
"2797",2797,35
"2798",2798,2335
"2799",2799,4755
"2800",2800,4165
"2801",2801,1001
"2802",2802,1130
"2803",2803,28
"2804",2804,42
"2805",2805,63
"2806",2806,32
"2807",2807,21
"2808",2808,521
"2809",2809,107
"2810",2810,100
"2811",2811,911
"2812",2812,1411
"2813",2813,9
"2814",2814,95
"2815",2815,83
"2816",2816,1
"2817",2817,25
"2818",2818,18
"2819",2819,62
"2820",2820,97
"2821",2821,28
"2822",2822,608
"2823",2823,538
"2824",2824,5
"2825",2825,25
"2826",2826,14
"2827",2827,7
"2828",2828,62
"2829",2829,884
"2830",2830,78
"2831",2831,113
"2832",2832,1142
"2833",2833,233
"2834",2834,4
"2835",2835,27
"2836",2836,418
"2837",2837,91
"2838",2838,114
"2839",2839,53
"2840",2840,32
"2841",2841,13
"2842",2842,1
"2843",2843,19
"2844",2844,35
"2845",2845,22
"2846",2846,188
"2847",2847,68
"2848",2848,145
"2849",2849,207
"2850",2850,428
"2851",2851,16
"2852",2852,1
"2853",2853,28
"2854",2854,8
"2855",2855,136
"2856",2856,16
"2857",2857,50
"2858",2858,57
"2859",2859,18
"2860",2860,46
"2861",2861,12
"2862",2862,186
"2863",2863,38
"2864",2864,6
"2865",2865,425
"2866",2866,486
"2867",2867,87
"2868",2868,3
"2869",2869,75
"2870",2870,50
"2871",2871,37
"2872",2872,129
"2873",2873,945
"2874",2874,572
"2875",2875,82
"2876",2876,779
"2877",2877,617
"2878",2878,249
"2879",2879,356
"2880",2880,12
"2881",2881,45
"2882",2882,29
"2883",2883,1105
"2884",2884,279
"2885",2885,1133
"2886",2886,886
"2887",2887,1195
"2888",2888,434
"2889",2889,0
"2890",2890,0
"2891",2891,65
"2892",2892,254
"2893",2893,17
"2894",2894,1636
"2895",2895,19
"2896",2896,21
"2897",2897,34
"2898",2898,23
"2899",2899,140
"2900",2900,0
"2901",2901,141
"2902",2902,16
"2903",2903,46
"2904",2904,23
"2905",2905,1132
"2906",2906,88
"2907",2907,790
"2908",2908,910
"2909",2909,1105
"2910",2910,332
"2911",2911,286
"2912",2912,110
"2913",2913,60
"2914",2914,32
"2915",2915,12
"2916",2916,28
"2917",2917,547
"2918",2918,27
"2919",2919,48
"2920",2920,16
"2921",2921,45
"2922",2922,50
"2923",2923,99
"2924",2924,31
"2925",2925,17
"2926",2926,126
"2927",2927,256
"2928",2928,546
"2929",2929,1098
"2930",2930,869
"2931",2931,955
"2932",2932,1862
"2933",2933,4145
"2934",2934,375
"2935",2935,137
"2936",2936,49
"2937",2937,176
"2938",2938,1483
"2939",2939,348
"2940",2940,1565
"2941",2941,109
"2942",2942,310
"2943",2943,231
"2944",2944,21
"2945",2945,90
"2946",2946,87
"2947",2947,258
"2948",2948,423
"2949",2949,28
"2950",2950,8
"2951",2951,63
"2952",2952,0
"2953",2953,24
"2954",2954,21
"2955",2955,0
"2956",2956,30
"2957",2957,147
"2958",2958,59
"2959",2959,85
"2960",2960,49
"2961",2961,1
"2962",2962,218
"2963",2963,893
"2964",2964,295
"2965",2965,47
"2966",2966,56
"2967",2967,1713
"2968",2968,819
"2969",2969,145
"2970",2970,19
"2971",2971,9
"2972",2972,665
"2973",2973,12
"2974",2974,51
"2975",2975,14
"2976",2976,53
"2977",2977,104
"2978",2978,419
"2979",2979,3
"2980",2980,333
"2981",2981,2183
"2982",2982,339
"2983",2983,76
"2984",2984,35
"2985",2985,631
"2986",2986,118
"2987",2987,206
"2988",2988,8
"2989",2989,35
"2990",2990,214
"2991",2991,754
"2992",2992,107
"2993",2993,27
"2994",2994,9
"2995",2995,40
"2996",2996,42
"2997",2997,17
"2998",2998,669
"2999",2999,2
"3000",3000,21
"3001",3001,57
"3002",3002,101
"3003",3003,721
"3004",3004,26
"3005",3005,70
"3006",3006,80
"3007",3007,27
"3008",3008,768
"3009",3009,125
"3010",3010,382
"3011",3011,1475
"3012",3012,512
"3013",3013,38
"3014",3014,56
"3015",3015,36
"3016",3016,87
"3017",3017,46
"3018",3018,2
"3019",3019,21
"3020",3020,894
"3021",3021,38
"3022",3022,189
"3023",3023,90
"3024",3024,88
"3025",3025,1260
"3026",3026,5
"3027",3027,410
"3028",3028,1077
"3029",3029,20
"3030",3030,58
